sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
BZ4TPJ1,NQUN,Fiera Capital Magna New Frontiers (Class S),25.00,1,0,Fiera Capital Magna New Frontiers (Class S),The investment objective of the Magna New Frontiers Fund is to achieve capital growth by investing in Global Frontier Market Securities.,Magna New Frontiers (Class S),1341,Fiera Capital,129,Specialist,Income,Fiera Capital Magna New Frontiers (Class S) (Inc),5.00,1.59000,0.0000,1.59000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,35,0.00,0.00,12:00,,0,0.00,0.00,10.00,EUR,59,0,0,,0.0000,1.59000,1.59,N/a,Daily,,100.00,3.51,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a0166181-2f73-4b96-8d4d-baeb4a75c4e2&user=hl_website_documents,0.00,3.51,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,496.6,,0.590,5,2024-10-26 06:02:36,0000-00-00,-1.6900,1.1300,15.0900,22.2000,65.9500,,15.0900,13.3300,-6.3100,59.6900,-14.9600,,,,,,,,,,,,1.59,0,1,1,1,1,2011-03-16 00:00:00,N,1374.7,1374.7,-3.50,-0.25,2024-10-24,N
BZ60KS6,P1L4,Fiera Capital US Equity (Class C),0.00,0,0,Fiera Capital US Equity (Class C),The investment objective of the Fiera Capital US Equity Fund is to achieve superior and sustainable returns by investing in a long-only portfolio of US equities.,US Equity (Class C),1341,Fiera Capital,110,North America,Accumulation,Fiera Capital US Equity (Class C) (Acc),5.00,0.98000,0.0000,0.98000,5.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,21:00,,0,0.00,0.00,10.00,USD,26,0,0,,0.0000,0.98000,0.98,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=297204a8-291b-4300-821e-e0386161f572&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,100.00,0.000,0.000,109.9,,0.130,5,2024-10-26 06:02:42,0000-00-00,4.9500,7.3900,18.0200,29.6300,94.9700,,18.0200,6.3300,3.2900,28.0500,17.4600,,,,,,,,,,,,0.98,0,1,1,1,1,2018-04-04 00:00:00,N,1824.8999999999999,1824.8999999999999,-12.50,-0.68,2024-10-24,N
B8260R8,I94J,Fiera Emerging Markets (Class B),25.00,1,0,Fiera Capital Emerging Markets (Class B),The investment objective of the Magna Emerging Markets Dividend Fund is to achieve capital growth by investing in companies with high dividend yield plus capital growth.,Emerging Markets (Class B),1341,Fiera Capital,112,Global Emerging Markets,Accumulation,Fiera Emerging Markets (Class B) (Acc),5.00,1.40000,0.0000,1.40000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,35,0.00,0.00,00:00,,0,0.00,0.00,10.00,EUR,57,0,0,N,0.0000,1.40000,1.40,N/a,Daily,,100.00,5.61,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ee260a4a-8a0f-41ca-9ed6-cae6cc08f4e5&user=hl_website_documents,0.00,5.61,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,118.5,,0.400,5,2024-10-26 06:02:19,0000-00-00,-0.6400,1.4700,21.0700,7.1200,19.5500,,21.0700,6.7000,-17.0800,16.5900,-4.2700,,,,,,,,,,,,1.40,0,1,1,1,1,2010-06-28 00:00:00,,1701.7,1701.7,-9.30,-0.54,2024-10-24,N
B8QB400,I94K,Fiera Emerging Markets (Class B),25.00,1,0,Fiera Capital Emerging Markets (Class B),The investment objective of the Magna Emerging Markets Dividend Fund is to achieve capital growth by investing in companies with high dividend yield plus capital growth.,Emerging Markets (Class B),1341,Fiera Capital,112,Global Emerging Markets,Income,Fiera Emerging Markets (Class B) (Inc),5.00,1.40000,0.0000,1.40000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,35,0.00,0.00,00:00,,0,0.00,0.00,10.00,EUR,57,0,0,N,0.0000,1.40000,1.40,N/a,Daily,,100.00,5.61,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1fa9c0cd-4e3a-4fe1-80a1-be5220d07f29&user=hl_website_documents,0.00,5.61,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,118.5,,0.400,5,2024-10-26 06:02:19,0000-00-00,-0.6300,1.4700,21.0700,7.1000,19.5300,,21.0700,6.7000,-17.1000,16.6000,-4.2800,,,,,,,,,,,,1.40,0,1,1,1,1,2010-06-28 00:00:00,,1065.8,1065.8,-5.80,-0.54,2024-10-24,N
BWY58M2,MCLD,Findlay Park American (GBP Unhedged),25.00,1,0,Findlay Park American (GBP Unhedged),"The Fund aims to increase the value of your investment over the long-term by investing primarily in US equities. The Fund seeks to generate a return over the long term above that of the Russell 1000 Net 30% Total Return Index, a broad universe of stocks representative of the US market. As an actively managed fund, stocks are selected based on their fit with our Investment Philosophy. The composition of the Fund and its performance may look very different to the benchmark.",American (GBP Unhedged),1271,Findlay Park,71,Offshore,Income,Findlay Park American (GBP Unhedged) (Inc),0.00,0.83000,0.0000,0.83000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,10,0.00,0.00,22:00,,0,0.00,0.00,10.00,USD,56,1,0,,0.0000,0.83000,0.83,N/a,Daily,,100.00,0.93,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5cffff10-bbe7-4eeb-8cdd-ffeb69fe52bb&user=hl_website_documents,0.00,0.93,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,10948.7,,-0.170,1,2024-10-26 06:02:30,0000-00-00,3.2400,4.9400,25.5800,25.7500,77.7500,,25.5800,3.6400,-3.3800,24.5600,13.4800,,,,,,,,,,,,0.83,0,0,1,1,1,1998-03-09 00:00:00,,17538,17538,53.00,0.30,2024-10-24,N
BPQYSP1,RJ3G,First Eagle US Small Cap Opportunity (Class R2),25.00,1,0,First Eagle Funds ICAV US Small Cap Opportunity (Class R2),,US Small Cap Opportunity (Class R2),79546,First Eagle Funds ICAV,130,North American Smaller Cos,Accumulation,First Eagle US Small Cap Opportunity (Class R2) (Acc),0.00,0.50000,0.0000,0.50000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,20:00,,0,0.00,0.00,0.00,,0,0,0,N,0.0000,0.50000,0.50,N/a,Daily,,0.00,0.00,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=06328c84-3a00-4d6c-8b49-d60666e86b84&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,0.00,0.000,0.000,0.0,,-0.350,1,2024-10-26 06:02:59,0000-00-00,-3.7100,3.0700,19.6600,,,,19.6600,,,,,,,,,,,,,,,,0.50,0,0,1,1,1,0000-00-00 00:00:00,N,10938,10938,0.00,0.00,2024-10-24,N
B24HJL4,A6X2,First Sentier Glob Listed Infrastructure (Class B),25.00,1,0,First Sentier Investments Global Listed Infrastructure (Class B),The Funds objective is to deliver capital growth and inflation-protected income by investing in a globally diversified portfolio of listed infrastructure and infrastructure-related securities.,Global Listed Infrastructure (Class B),484,First Sentier Investments,109,Global,Accumulation,First Sentier Glob Listed Infrastructure (Class B) (Acc),0.00,0.80000,0.0000,0.74000,0.00,0.06000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,40,0,0,N,0.0000,0.80000,0.80,N/a,Daily,,100.00,3.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=8e10d076-a431-47df-99b9-f22c3fac967e&user=hl_website_documents,0.00,3.30,0.00,0.00,0.00,0.00,0.060,25.00,100.00,0.060,0.000,1309.1,,0.050,2,2024-10-26 06:01:50,0000-00-00,5.3900,8.6100,19.1100,20.1300,21.3900,,19.1100,-6.4700,7.8400,9.3500,-7.5800,,,,,,,,,,,,0.80,0,1,1,1,1,2007-10-08 00:00:00,,396.62,396.62,-3.02,-0.76,2024-10-25,N
B24HK55,A6X4,First Sentier Glob Listed Infrastructure (Class B),25.00,1,0,First Sentier Investments Global Listed Infrastructure (Class B),The Funds objective is to deliver capital growth and inflation-protected income by investing in a globally diversified portfolio of listed infrastructure and infrastructure-related securities.,Global Listed Infrastructure (Class B),484,First Sentier Investments,109,Global,Income,First Sentier Glob Listed Infrastructure (Class B) (Inc),0.00,0.80000,0.0000,0.74000,0.00,0.06000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,40,0,0,N,0.0000,0.80000,0.80,N/a,Daily,,100.00,3.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=16c0a895-2f19-422a-a4e0-f0caee85e4b8&user=hl_website_documents,0.00,3.30,0.00,0.00,0.00,0.00,0.060,25.00,100.00,0.060,0.000,1309.1,,0.050,2,2024-10-26 06:01:50,0000-00-00,5.3800,8.6000,19.1000,20.1100,21.3700,,19.1000,-6.4800,7.8400,9.3400,-7.5900,,,,,,,,,,,,0.80,0,1,1,1,1,2007-10-08 00:00:00,,237.76999999999998,237.76999999999998,-1.81,-0.76,2024-10-25,N
B1F76N7,G999,First Sentier Global Property Securities (B Acc),25.00,1,0,First Sentier Investments Global Property Securities (B Acc),"The Fund aims to achieve a total investment return consistent with income and long term capital growth. The Fund primarily invests in a broad selection of securities issued by real estate investment trusts or companies that own, develop or manage real property from around the world.",Global Property Securities (B Acc),484,First Sentier Investments,108,Property,Accumulation,First Sentier Global Property Securities (B Acc) (Acc),0.00,0.84000,0.0000,0.84000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,36,0,0,N,0.0000,0.84000,0.84,N/a,Daily,,100.00,2.84,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e5223b3d-d7c3-49d8-9a89-9a0209bc76fa&user=hl_website_documents,0.00,2.84,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,3.000,160.2,,0.090,3,2024-10-26 06:02:14,0000-00-00,5.4400,10.9900,17.4600,-6.9700,4.6700,,17.4600,-5.8900,-15.8400,26.6400,-11.1600,,,,,,,,,,,,0.84,0,1,1,1,1,2006-09-12 00:00:00,,279.92,279.92,-1.31,-0.47,2024-10-25,N
B8PKMC6,GTFT,First Sentier Global Property Securities (B Hedg),25.00,1,0,First Sentier Investments Global Property Securities (B Hedged),"The Fund aims to achieve a total investment return consistent with income and long term capital growth. The Fund primarily invests in a broad selection of securities issued by real estate investment trusts or companies that own, develop or manage real property from around the world.",Global Property Securities (B Hedged),484,First Sentier Investments,108,Property,Accumulation,First Sentier Global Property Securities (B Hedg) (Acc),0.00,1.03000,0.0000,1.03000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,36,0,0,,0.0000,1.03000,1.03,N/a,Daily,,100.00,2.86,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=86f20082-be87-4b7b-abae-31f0825d2e99&user=hl_website_documents,0.00,2.86,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,160.2,,0.280,4,2024-10-26 06:02:15,0000-00-00,6.1500,14.3600,24.5000,-9.8900,3.3500,,24.5000,-1.0900,-26.8200,30.7800,-12.2900,,,,,,,,,,,,1.03,0,1,1,1,1,2006-09-12 00:00:00,N,123.91000000000001,123.91000000000001,-0.43,-0.35,2024-10-25,N
B1F76P9,G997,First Sentier Global Property Securities (B Inc),25.00,1,0,First Sentier Investments Global Property Securities (B Inc),"The Fund aims to achieve a total investment return consistent with income and long term capital growth. The Fund primarily invests in a broad selection of securities issued by real estate investment trusts or companies that own, develop or manage real property from around the world.",Global Property Securities (B Inc),484,First Sentier Investments,108,Property,Income,First Sentier Global Property Securities (B Inc) (Inc),0.00,0.90000,0.0000,0.90000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,36,0,0,,0.0000,0.90000,0.90,N/a,Daily,,100.00,2.91,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=db6a68b5-c0a8-40b0-8168-656a08e14686&user=hl_website_documents,0.00,2.91,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,3.000,160.2,,0.150,3,2024-10-26 06:02:14,0000-00-00,5.4300,10.9800,17.4300,-7.0600,4.4700,,17.4300,-5.9300,-15.8700,26.5800,-11.1900,,,,,,,,,,,,0.90,0,1,1,1,1,2006-09-12 00:00:00,,181.97,181.97,-0.85,-0.47,2024-10-25,N
BKQMYG3,WDT0,First Sentier Responsible Lstd Infra (Class E Hgd),0.00,0,0,First Sentier Investments Responsible Listed Infrastructure (Class E Hedged),"The managers investment strategy is founded on the principle
of stewardship, allocating capital to what we believe are good quality
companies with sound growth prospects, strong management teams and
that contribute to sustainable development. It seeks to engage actively
and constructively with company leaders on sustainability and other
investment risks and opportunities.",Responsible Listed Infrastructure (Class E Hedged),484,First Sentier Investments,48,Unclassified,Accumulation,First Sentier Responsible Lstd Infra (Class E Hgd) (Acc),4.00,0.63000,0.0000,0.63000,4.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,,37,0,0,,0.0000,0.63000,0.63,N/a,Daily,,100.00,3.03,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4f04b3e7-cd4e-4d7c-b42b-1688126739cd&user=hl_website_documents,0.00,3.03,0.00,0.00,0.00,0.00,0.000,0.00,100.00,0.000,0.000,30.2,,0.180,6,2024-10-26 06:03:07,0000-00-00,5.0400,10.9000,23.0600,3.7400,,,23.0600,-5.4200,-10.8600,,,,,,,,,,,,,,0.63,0,1,1,1,1,0000-00-00 00:00:00,N,109.04,109.04,-1.17,-1.06,2024-10-25,N
BMXP395,TCYE,First Sentier Responsible Lstd Infra (Class E),25.00,1,0,First Sentier Investments Responsible Listed Infrastructure (Class E),"The managers investment strategy is founded on the principle
of stewardship, allocating capital to what we believe are good quality
companies with sound growth prospects, strong management teams and
that contribute to sustainable development. It seeks to engage actively
and constructively with company leaders on sustainability and other
investment risks and opportunities.",Responsible Listed Infrastructure (Class E),484,First Sentier Investments,109,Global,Accumulation,First Sentier Responsible Lstd Infra (Class E) (Acc),4.00,0.55000,0.0000,0.55000,4.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,0.00,,37,0,0,,0.0000,0.55000,0.55,N/a,Daily,,100.00,2.99,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=41d97889-1b98-46fa-b989-a004e6e6e01a&user=hl_website_documents,0.00,2.99,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,30.2,,0.000,1,2024-10-26 06:03:01,0000-00-00,4.2900,7.2400,16.4200,7.7600,,,16.4200,-9.4000,2.1600,,,,,,,,,,,,,,0.55,0,1,1,1,1,0000-00-00 00:00:00,N,117.10000000000001,117.10000000000001,-1.40,-1.18,2024-10-25,N
B4T7ZR1,GYS8,FP Apollo Multi Asset Balanced,25.00,1,0,Apollo Multi Asset Management Apollo Multi Asset Balanced,"The fund seeks to achieve a positive return over the medium to longer term, which is in excess of normal cash deposit rates. It will invest in a range of assets including collective investment schemes, closed-ended funds, transferable securities, money market instruments and cash/deposits.",Apollo Multi Asset Balanced,2558,Apollo Multi Asset Management,48,Unclassified,Accumulation,FP Apollo Multi Asset Balanced (Acc),0.00,1.79000,0.0000,1.79000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,18,7.00,6.00,12:00,,0,5.55,4.57,1.00,GBP,32,0,0,,0.0000,1.79000,1.79,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e9100790-bdd2-4f6b-8b8c-5ec1d87ae473&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,22.0,,1.040,6,2024-10-26 06:02:16,0000-00-00,-0.7200,-1.0800,6.4600,-5.4200,4.1400,,6.4600,-1.5600,-9.7500,18.4600,-7.0500,,,,,,,,,,,,1.79,0,1,1,1,1,2008-11-28 00:00:00,N,141.45000000000002,141.45000000000002,-0.11,-0.08,2024-10-25,N
BQXJRP9,AT562,FP Carmignac Emerging Markets (Class B),25.00,1,0,Carmignac Group FP Carmignac Emerging Markets (Class B),,FP Carmignac Emerging Markets (Class B),6990,Carmignac Group,109,Global,Accumulation,FP Carmignac Emerging Markets (Class B) (Acc),0.00,0.70000,0.0000,0.70000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,,42,0,0,,0.0000,0.70000,0.70,N/a,N/a,,100.00,0.00,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=40098256-d262-4ec0-a722-17233413c95b&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,25.5,,0.080,1,2024-10-26 06:01:53,0000-00-00,9.0900,3.8500,,,,,,,,,,,,,,,,,,,,,0.70,0,1,1,1,1,0000-00-00 00:00:00,N,103.63,103.63,-0.29,-0.28,2024-10-25,N
BJHPJ03,Q9ZV,FP Carmignac Global Bond (A),25.00,1,0,Carmignac Group FP Carmignac Global Bond (A),"The investment objective of the Fund is to achieve capital growth and income over a period of at least two years. The Fund seeks to achieve its investment objective by investing, either directly or indirectly through collective investment schemes that it holds, in debt instruments (including fixed-rate bonds, floating-rate bonds, negotiable debt, and up to 20% in contingent convertible bonds) on a global basis, with no particular emphasis on geographical region, curve, business sector, or company size.",FP Carmignac Global Bond (A),6990,Carmignac Group,152,GBP Strategic Bond,Accumulation,FP Carmignac Global Bond (A) (Acc),0.00,0.70000,0.0000,0.70000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,87,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,89,0,0,,0.0000,0.70000,0.70,Capital,N/a,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=9dae2357-db57-44c0-aaeb-f89ad8630773&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,28.8,,0.080,4,2024-10-26 06:02:50,0000-00-00,0.3100,-0.6300,1.1000,-1.0600,0.1700,,1.1000,-1.2600,-0.8800,-5.9300,7.6200,,,,,,,,,,,,0.70,0,1,1,1,1,2019-05-16 00:00:00,N,105.78,105.78,0.02,0.02,2024-10-25,N
BJHQ2K7,Q9ZW,FP Carmignac Global Bond (A),25.00,1,0,Carmignac Group FP Carmignac Global Bond (A),"The investment objective of the Fund is to achieve capital growth and income over a period of at least two years. The Fund seeks to achieve its investment objective by investing, either directly or indirectly through collective investment schemes that it holds, in debt instruments (including fixed-rate bonds, floating-rate bonds, negotiable debt, and up to 20% in contingent convertible bonds) on a global basis, with no particular emphasis on geographical region, curve, business sector, or company size.",FP Carmignac Global Bond (A),6990,Carmignac Group,152,GBP Strategic Bond,Income,FP Carmignac Global Bond (A) (Inc),0.00,0.70000,0.0000,0.70000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,87,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,89,0,0,,0.0000,0.70000,0.70,Capital,N/a,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a688c60d-82ca-4b06-9977-f1b324bfee80&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,28.8,,0.080,4,2024-10-26 06:02:50,0000-00-00,0.2400,-0.6700,1.0600,-1.8500,-0.6400,,1.0600,-2.0200,-0.8800,-5.9400,7.6300,,,,,,,,,,,,0.70,0,1,1,1,1,2019-05-16 00:00:00,N,94.58,94.58,0.01,0.01,2024-10-25,N
